id,smoking
159256,0.5885551421353113
159257,0.25427858219402605
159258,0.37815692636314957
159259,0.019914627257065512
159260,0.5448648756294855
159261,0.9332408141239664
159262,0.6576427255321251
159263,0.049863240369637726
159264,0.12935807880991843
159265,0.02857385241907442
159266,0.4288776405912457
159267,0.2504086190783207
159268,0.026550496596688393
159269,0.13874353042222867
159270,0.03362572336464845
159271,0.7834548179573325
159272,0.8656871737138172
159273,0.8057983325604394
159274,0.05252176689945582
159275,0.29310509486236885
159276,0.3238881416397741
159277,0.9570053765418828
159278,0.6214925255600976
159279,0.8590631421730313
159280,0.06464609255871492
159281,0.9308950495055287
159282,0.9004671686205803
159283,0.802886741745249
159284,0.8569911965357844
159285,0.010179623524668245
159286,0.722029873107554
159287,0.016035496944012587
159288,0.12860147044808284
159289,0.7386726271207005
159290,0.6287046719032976
159291,0.6139260591152735
159292,0.05590600494611252
159293,0.10546912407842231
159294,0.36740814085383694
159295,0.7318838883127802
159296,0.7563408714575248
159297,0.013274463718040424
159298,0.234651268457329
159299,0.01258171523321315
159300,0.00828316528977067
159301,0.018236593936777793
159302,0.09192313373857258
159303,0.14988362030088784
159304,0.4423137634618201
159305,0.6612974868451121
159306,0.8171110095984735
159307,0.12028142241001338
159308,0.6194773978197428
159309,0.11204092408903854
159310,0.5790882948759801
159311,0.6588494109036579
159312,0.5291409338384097
159313,0.6517822255653869
159314,0.7681303030562537
159315,0.7023531395008293
159316,0.02029366961798694
159317,0.5868046538175922
159318,0.4229357491865227
159319,0.6315522747988699
159320,0.7166583459793741
159321,0.15197213409706606
159322,0.7465124801192813
159323,0.6799069364119806
159324,0.39891800310333797
159325,0.6632420285576222
159326,0.8984533762524446
159327,0.6975774847861888
159328,0.6543313903842463
159329,0.45507304294733525
159330,0.01839864975284242
159331,0.7515048659058677
159332,0.009567190589683323
159333,0.010524245570640727
159334,0.4648951012531359
159335,0.10442368212743691
159336,0.6001183105143582
159337,0.8389267842155884
159338,0.5043024162680069
159339,0.8789370858208597
159340,0.5639379675873427
159341,0.902786375587635
159342,0.8590185154261316
159343,0.4785951136741064
159344,0.5465136944952537
159345,0.008810727957239625
159346,0.5686655714461918
159347,0.8211891877841262
159348,0.8548150479339621
159349,0.011419433059084112
159350,0.011177407380973562
159351,0.7808814728344181
159352,0.6979573884674669
159353,0.36168910456729
159354,0.01931165408342641
159355,0.8235388526950105
159356,0.8694344017618459
159357,0.869423790627515
159358,0.3884447068166404
159359,0.7162972591707958
159360,0.10686082926800763
159361,0.7913070844651385
159362,0.036040935341326984
159363,0.706633331065738
159364,0.7199204128215911
159365,0.7438043875207727
159366,0.009608578156547958
159367,0.5316483827598973
159368,0.5945113666536939
159369,0.7367944386000346
159370,0.6014782323187478
159371,0.655344997373648
159372,0.14132056467543969
159373,0.8505426896647972
159374,0.49601254831759717
159375,0.945825162519577
159376,0.7899542321332333
159377,0.008671273298202678
159378,0.7900252676251371
159379,0.26980104020566253
159380,0.11247408786376513
159381,0.048461751950943564
159382,0.5529667195947104
159383,0.018836809513273496
159384,0.625285662161964
159385,0.04822304162923588
159386,0.6734277350077229
159387,0.9179449993244521
159388,0.7098481731777331
159389,0.0054221955146368005
159390,0.7156880131213188
159391,0.325005857410403
159392,0.8156160944165305
159393,0.022840192099197715
159394,0.23648277609324528
159395,0.8769866269180515
159396,0.8145316700924383
159397,0.7302104197600868
159398,0.8761135611969284
159399,0.8549160428494523
159400,0.7314209397921086
159401,0.8495535765002737
159402,0.024571945226334192
159403,0.027486858384153483
159404,0.8644197258422585
159405,0.029268199059076617
159406,0.13587624918214705
159407,0.042510092381526754
159408,0.009041690628305468
159409,0.8810855752124616
159410,0.5595038835321972
159411,0.8545517008581591
159412,0.8039681973616652
159413,0.7900760577644912
159414,0.27386858186593993
159415,0.4191229961873882
159416,0.5805751013929185
159417,0.4434079024545083
159418,0.786488147705954
159419,0.021681937142359425
159420,0.7805686053335477
159421,0.5590635381173557
159422,0.12107427679920607
159423,0.017475686139520028
159424,0.01950515764003915
159425,0.6725004282029664
159426,0.05852950394041223
159427,0.035715879513763975
159428,0.007204996906557019
159429,0.2554956751855504
159430,0.012274781242910454
159431,0.8458844196464963
159432,0.029520041201338346
159433,0.06814464661273513
159434,0.4185351300788822
159435,0.45338675734666856
159436,0.7931115633586001
159437,0.08632071931410587
159438,0.6818119634816803
159439,0.2685464635764267
159440,0.04703081503496681
159441,0.9288639822929498
159442,0.24659168148752653
159443,0.04399611080736214
159444,0.04117105378214605
159445,0.6864394561771617
159446,0.9350793902009431
159447,0.5839484444150755
159448,0.7793752609267632
159449,0.5065323705393512
159450,0.008085145262618968
159451,0.8539048395122073
159452,0.5696455953889249
159453,0.02627970805716163
159454,0.5162839311528291
159455,0.8940805480014855
159456,0.009607006183085416
159457,0.5938724076508596
159458,0.7368763931334932
159459,0.5788345653248307
159460,0.06978549398392364
159461,0.6811881752644026
159462,0.10662575989264711
159463,0.036503720468118075
159464,0.399320693560588
159465,0.3879572578956622
159466,0.03774457613235717
159467,0.8296862954540422
159468,0.91423985945597
159469,0.6364978636550241
159470,0.8611918405086072
159471,0.688106070154101
159472,0.8194318561001931
159473,0.13555133472831385
159474,0.46341005019039205
159475,0.30412892471280595
159476,0.016978302638108272
159477,0.11398939115613003
159478,0.8339724001566448
159479,0.07810493458508315
159480,0.4735871367533764
159481,0.09825316954376213
159482,0.8417327376325417
159483,0.039032901645486395
159484,0.03640127151554826
159485,0.5458342338230473
159486,0.09000267407737608
159487,0.09467706160294533
159488,0.6316113240529279
159489,0.07655969572399612
159490,0.6852412267178732
159491,0.9085881349262772
159492,0.23761249667873577
159493,0.7775591875174784
159494,0.01752284781899885
159495,0.005458849594929317
159496,0.8055619166335214
159497,0.3273395031868256
159498,0.4306446366541748
159499,0.7959535595151684
159500,0.1728348149179493
159501,0.5782882381610966
159502,0.915110379892119
159503,0.02831266569746506
159504,0.524224491237904
159505,0.020383754796618594
159506,0.8822941642782992
159507,0.7405623542236299
159508,0.8395184093004492
159509,0.8454044947804549
159510,0.0215756227178484
159511,0.008940584425478314
159512,0.034429575868809806
159513,0.26611005271403315
159514,0.15344645813777244
159515,0.6857109905975374
159516,0.6455074527812054
159517,0.020288815838533984
159518,0.027066953127325218
159519,0.22474313176130672
159520,0.23032224417911498
159521,0.9206670827700272
159522,0.814375206851833
159523,0.007402696949829814
159524,0.7344728286373846
159525,0.02857553424566711
159526,0.2783474648838467
159527,0.011402731911171868
159528,0.37430074496494
159529,0.8430865039375282
159530,0.7058927732595676
159531,0.10414321181992725
159532,0.9130126983397051
159533,0.8154921846834224
159534,0.5450061933297519
159535,0.617157685414203
159536,0.017829856186664376
159537,0.35677063826490524
159538,0.7609793841988128
159539,0.884101408546586
159540,0.009089352013410233
159541,0.22263244134151589
159542,0.3767722761267671
159543,0.01634932346648929
159544,0.4583976626372402
159545,0.7661995878344952
159546,0.5771541272014542
159547,0.5726224231585507
159548,0.7549193599555769
159549,0.048468465620568085
159550,0.0104278178384251
159551,0.8136786794688048
159552,0.7878776790803801
159553,0.5644982192925762
159554,0.08433444363644142
159555,0.9158801446951972
159556,0.9208179757637367
159557,0.8598474610851352
159558,0.16447993438916722
159559,0.641608801354815
159560,0.034819850825901714
159561,0.921307713000601
159562,0.8735364451338401
159563,0.12151972212996806
159564,0.09304151968616414
159565,0.11745997011876312
159566,0.2181762851716706
159567,0.8278180876726722
159568,0.760473147306946
159569,0.016400726396207602
159570,0.84865608949568
159571,0.05964262112567033
159572,0.652787330883706
159573,0.025409099341250727
159574,0.876960974196406
159575,0.03158535369774814
159576,0.16137732791975545
159577,0.780596271278591
159578,0.6022008006682896
159579,0.037576039255763444
